TOKE
城西大学附属城西高等学校
聖徳学園高等学校
城北高等学校
昭和女子大学附属昭和高等学校
昭和第一高等学校
昭和第一学園高等学校
昭和鉄道高等学校
女子学院高等学校
女子聖学院高等学校
女子美術大学付属高等学校
白梅学園高等学校
白百合学園高等学校
巣鴨高等学校
杉並学院高等学校
駿台学園高等学校
聖学院高等学校
成蹊高等学校
成女高等学校
成城高等学校
成城学園高等学校
聖心女子学院高等科
正則高等学校
正則学園高等学校
聖ドミニコ学園高等学校
聖パウロ学園高等学校
星美学園高等学校
成立学園高等学校
青稜高等学校
世田谷学園高等学校
専修大学附属高等学校
創価高等学校
大成高等学校
大東学園高等学校
大東文化大学第一高等学校
高輪高等学校
瀧野川女子学園高等学校
拓殖大学第一高等学校
立川女子高等学校
玉川学園高等部
玉川聖学院高等部
多摩大学附属聖ケ丘高等学校
多摩大学目黒高等学校
中央学院大学中央高等学校
中央大学杉並高等学校
中央大学附属高等学校
鶴川高等学校
帝京高等学校
帝京大学高等学校
帝京八王子高等学校
貞静学園高等学校
田園調布学園高等部
田園調布雙葉高等学校
東亜学園高等学校
東海大学菅生高等学校
東海大学付属高輪台高等学校
東京高等学校
東京音楽大学付属高等学校
東京家政学院高等学校
東京家政大学附属女子高等学校
東京実業高等学校
東京純心女子高等学校
東京女学館高等学校
東京女子学院高等学校
東京女子学園高等学校
東京成徳大学高等学校
東京電機大学高等学校
東京都市大学等々力高等学校
東京都市大学付属高等学校
東京農業大学第一高等学校
東京立正高等学校
東星学園高等学校
桐朋高等学校
東邦音楽大学附属東邦高等学校
桐朋女子高等学校
東洋高等学校
東洋英和女学院高等部
東洋女子高等学校
東洋大学京北高等学校
トキワ松学園高等学校
豊島岡女子学園高等学校
豊島学院高等学校
獨協高等学校
中村高等学校
二松學舎大学附属高等学校
新渡戸文化高等学校
日本音楽高等学校
日本学園高等学校
日本工業大学駒場高等学校
日本女子体育大学附属二階堂高等学校
日本体育大学荏原高等学校
日本体育大学桜華高等学校
日本大学櫻丘高等学校
日本大学第一高等学校
日本大学第二高等学校
日本大学第三高等学校
日本大学鶴ヶ丘高等学校
日本大学豊山高等学校
日本大学豊山女子高等学校
八王子学園八王子高等学校
八王子実践高等学校
日出高等学校
広尾学園高等学校
富士見高等学校
富士見丘高等学校
藤村女子高等学校
雙葉高等学校
普連土学園高等学校
文化学園大学杉並高等学校
文華女子高等学校
文京学院大学女子高等学校
文教大学付属高等学校
法政大学高等学校
宝仙学園高等学校
豊南高等学校
朋優学院高等学校
保善高等学校
堀越高等学校
本郷高等学校
三田国際学園高等学校
明星学園高等学校
三輪田学園高等学校
武蔵高等学校
武蔵野高等学校
武蔵野女子学院高等学校
武蔵野大学附属千代田高等学院
村田女子高等学校
明治学院高等学校
明治学院東村山高等学校
明治大学付属中野高等学校
明治大学付属中野八王子高等学校
明治大学付属明治高等学校
明星高等学校
明法高等学校
目黒学院高等学校
目黒星美学園高等学校
目白研心高等学校
八雲学園高等学校
安田学園高等学校
山脇学園高等学校
立教池袋高等学校
立教女学院高等学校
立正大学付属立正高等学校
和光高等学校
早稲田高等学校
早稲田大学系属早稲田実業学校高等部
早稲田大学高等学院
和洋九段女子高等学校
大原学園高等学校（通信制）
NHK学園高等学校（通信制）
科学技術学園高等学校（通信制）
北豊島高等学校（通信制）
聖パウロ学園高等学校（通信制）
東海大学付属望星高等学校（通信制）
日出高等学校（通信制）
立志舎高等学校（通信制）
科学技術学園高等学校（定時制）
国士舘高等学校（定時制）
駿台学園高等学校（定時制）
中央大学高等学校（定時制）
神奈川県立鶴見高等学校
神奈川県立鶴見総合高等学校
神奈川県立神奈川工業高等学校
神奈川県立神奈川総合高等学校
神奈川県立横浜翠嵐高等学校
神奈川県立城郷高等学校
神奈川県立横浜平沼高等学校
神奈川県立横浜緑ケ丘高等学校
神奈川県立横浜立野高等学校
神奈川県立横浜清陵高等学校
神奈川県立横浜国際高等学校
神奈川県立横浜南陵高等学校
神奈川県立横浜明朋高等学校
神奈川県立永谷高等学校
神奈川県立光陵高等学校
神奈川県立商工高等学校
神奈川県立保土ケ谷高等学校
神奈川県立希望ケ丘高等学校
神奈川県立二俣川看護福祉高等学校
神奈川県立旭高等学校
神奈川県立横浜旭陵高等学校
神奈川県立磯子工業高等学校
神奈川県立磯子高等学校
神奈川県立氷取沢高等学校
神奈川県立金沢総合高等学校
神奈川県立釜利谷高等学校
神奈川県立港北高等学校
神奈川県立新羽高等学校
神奈川県立岸根高等学校
神奈川県立霧が丘高等学校
神奈川県立白山高等学校
神奈川県立市ケ尾高等学校
神奈川県立田奈高等学校
神奈川県立元石川高等学校
神奈川県立川和高等学校
神奈川県立荏田高等学校
神奈川県立新栄高等学校
神奈川県立舞岡高等学校
神奈川県立横浜桜陽高等学校
神奈川県立上矢部高等学校
神奈川県立柏陽高等学校
神奈川県立金井高等学校
神奈川県立横浜栄高等学校
神奈川県立松陽高等学校
神奈川県立横浜緑園高等学校
神奈川県立横浜修悠館高等学校
神奈川県立瀬谷高等学校
神奈川県立瀬谷西高等学校
神奈川県立川崎高等学校
神奈川県立大師高等学校
神奈川県立川崎工科高等学校
神奈川県立新城高等学校
神奈川県立住吉高等学校
神奈川県立川崎北高等学校
神奈川県立多摩高等学校
神奈川県立向の岡工業高等学校
神奈川県立生田高等学校
神奈川県立百合丘高等学校
神奈川県立生田東高等学校
神奈川県立菅高等学校
神奈川県立麻生総合高等学校
神奈川県立麻生高等学校
神奈川県立相原高等学校
神奈川県立橋本高等学校
神奈川県立相模原総合高等学校
神奈川県立城山高等学校
神奈川県立津久井高等学校
神奈川県立上溝高等学校
神奈川県立相模原高等学校
神奈川県立上溝南高等学校
神奈川県立弥栄高等学校
神奈川県立相模田名高等学校
神奈川県立神奈川総合産業高等学校
神奈川県立麻溝台高等学校
神奈川県立上鶴間高等学校
神奈川県立相模原青陵高等学校
神奈川県立横須賀高等学校
神奈川県立横須賀大津高等学校
神奈川県立横須賀工業高等学校
神奈川県立海洋科学高等学校
神奈川県立追浜高等学校
神奈川県立津久井浜高等学校
神奈川県立大楠高等学校
神奈川県立横須賀明光高等学校
神奈川県立平塚江南高等学校
神奈川県立平塚農業高等学校
神奈川県立平塚工科高等学校
神奈川県立高浜高等学校
神奈川県立平塚商業高等学校
神奈川県立平塚湘風高等学校
神奈川県立鎌倉高等学校
神奈川県立七里ガ浜高等学校
神奈川県立大船高等学校
神奈川県立深沢高等学校
神奈川県立湘南高等学校
神奈川県立藤沢西高等学校
神奈川県立藤沢工科高等学校
神奈川県立藤沢清流高等学校
神奈川県立藤沢総合高等学校
神奈川県立湘南台高等学校
神奈川県立小田原高等学校
神奈川県立小田原東高等学校
神奈川県立西湘高等学校
神奈川県立小田原城北工業高等学校
神奈川県立茅ケ崎高等学校
神奈川県立茅ケ崎北陵高等学校
神奈川県立鶴嶺高等学校
神奈川県立茅ケ崎西浜高等学校
神奈川県立逗子高等学校
神奈川県立逗葉高等学校
神奈川県立三浦初声高等学校
神奈川県立秦野高等学校
神奈川県立秦野総合高等学校
神奈川県立秦野曽屋高等学校
神奈川県立厚木高等学校
神奈川県立厚木東高等学校
神奈川県立厚木商業高等学校
神奈川県立厚木北高等学校
神奈川県立厚木清南高等学校
神奈川県立厚木西高等学校
神奈川県立大和高等学校
神奈川県立大和南高等学校
神奈川県立大和東高等学校
神奈川県立大和西高等学校
神奈川県立伊勢原高等学校
神奈川県立伊志田高等学校
神奈川県立中央農業高等学校
神奈川県立海老名高等学校
神奈川県立有馬高等学校
神奈川県立座間高等学校
神奈川県立座間総合高等学校
神奈川県立相模向陽館高等学校
神奈川県立足柄高等学校
神奈川県立綾瀬高等学校
神奈川県立綾瀬西高等学校
神奈川県立寒川高等学校
神奈川県立大磯高等学校
神奈川県立二宮高等学校
神奈川県立大井高等学校
神奈川県立山北高等学校
神奈川県立吉田島高等学校
神奈川県立愛川高等学校
横浜市立東高等学校
横浜市立みなと総合高等学校
横浜市立横浜商業高等学校
横浜市立横浜商業高等学校（別科）
横浜市立横浜総合高等学校
横浜市立桜丘高等学校
横浜市立金沢高等学校
横浜市立戸塚高等学校
横浜市立南高等学校
横浜市立横浜サイエンスフロンティア高等学校
川崎市立川崎高等学校
川崎市立幸高等学校
川崎市立川崎総合科学高等学校
川崎市立橘高等学校
川崎市立高津高等学校
横須賀市立横須賀総合高等学校
白鵬女子高等学校
聖ヨゼフ学園高等学校
橘学苑高等学校
鶴見大学附属高等学校
法政大学女子高等学校
浅野高等学校
神奈川学園高等学校
横浜創英高等学校
捜真女学校高等学部
聖光学院高等学校
フェリス女学院高等学校
横浜共立学園高等学校
横浜女学院高等学校
横浜雙葉高等学校
関東学院高等学校
青山学院横浜英和高等学校
横浜清風高等学校
横浜学園高等学校
関東学院六浦高等学校
横浜高等学校
横浜創学館高等学校
慶應義塾高等学校
高木学園女子高等学校
日本大学高等学校
武相高等学校
公文国際学園高等部
山手学院高等学校
横浜商科大学高等学校
星槎高等学校
森村学園高等部
神奈川大学附属高等学校
横浜翠陵高等学校
横浜隼人高等学校
桐蔭学園高等学校
サレジオ学院高等学校
中央大学附属横浜高等学校
大西学園高等学校
法政大学第二高等学校
洗足学園高等学校
カリタス女子高等学校
日本女子大学附属高等学校
桐光学園高等学校
シュタイナー学園高等部
麻布大学附属高等学校
相模女子大学高等部
相模原高等学校
東海大学付属相模高等学校
湘南学院高等学校
三浦学苑高等学校
緑ヶ丘女子高等学校
横須賀学院高等学校
平塚学園高等学校
栄光学園高等学校
鎌倉学園高等学校
鎌倉女学院高等学校
北鎌倉女子学園高等学校
鎌倉女子大学高等部
清泉女学院高等学校
鵠沼高等学校
湘南工科大学附属高等学校
湘南学園高等学校
湘南白百合学園高等学校
日本大学藤沢高等学校
藤嶺学園藤沢高等学校
藤沢翔陵高等学校
聖園女学院高等学校
慶應義塾湘南藤沢高等部
旭丘高等学校
相洋高等学校
アレセイア湘南高等学校
聖和学院高等学校
逗子開成高等学校
聖セシリア女子高等学校
柏木学園高等学校
向上高等学校
立花学園高等学校
函嶺白百合学園高等学校
清心女子高等学校
秀英高等学校
厚木中央高等学校
柏木学園高等学校
青森県立青森高等学校
青森県立青森東高等学校
青森県立青森西高等学校
青森県立青森南高等学校
青森県立青森北高等学校
青森県立浪岡高等学校
青森県立青森中央高等学校
青森県立青森商業高等学校
青森県立青森工業高等学校
青森県立北斗高等学校｛定時制｝
青森県立弘前高等学校
青森県立弘前南高等学校
青森県立弘前中央高等学校
青森県立弘前工業高等学校
青森県立弘前実業高等学校
青森県立八戸高等学校
青森県立八戸東高等学校
青森県立八戸西高等学校
青森県立八戸北高等学校
青森県立八戸商業高等学校
青森県立八戸工業高等学校
青森県立八戸水産高等学校
青森県立八戸中央高等学校｛定時制｝
青森県立五所川原高等学校
青森県立金木高等学校（2022年閉校予定）
青森県立五所川原農林高等学校
青森県立五所川原工業高等学校（2022年閉校して新設予定）
青森県立黒石高等学校（2021年閉校して新設予定）
青森県立黒石商業高等学校（2021年閉校予定）
青森県立三本木高等学校 - 併設型中高一貫教育校
青森県立十和田西高等学校（2022年閉校予定）
青森県立三本木農業高等学校（2022年閉校して新設予定）
青森県立十和田工業高等学校
青森県立三沢高等学校
青森県立三沢商業高等学校
青森県立田名部高等学校
青森県立大湊高等学校
青森県立大湊高等学校川内校舎（2021年閉校予定）
青森県立むつ工業高等学校
青森県立木造高等学校
青森県立尾上総合高等学校｛定時制｝
青森県立柏木農業高等学校
青森県立青森東高等学校平内校舎（2021年閉校予定）
青森県立青森北高等学校今別校舎
青森県立鰺ヶ沢高等学校
青森県立木造高等学校深浦校舎
青森県立板柳高等学校（2022年閉校予定）
青森県立中里高等学校（2022年閉校予定）
青森県立鶴田高等学校（2022年閉校予定）
青森県立弘前実業高等学校藤崎校舎 - 2017年より募集停止。2019年3月閉校予定。
青森県立大間高等学校
野辺地町[編集]
青森県立野辺地高等学校
青森県立七戸高等学校
青森県立百石高等学校
青森県立六戸高等学校（2022年閉校予定）
青森県立六ヶ所高等学校
青森県立五戸高等学校（2022年閉校予定）
青森県立三戸高等学校
青森県立田子高等学校 - 連携型中高一貫教育校
青森県立名久井農業高等学校
青森山田高等学校
東奥学園高等学校
青森明の星高等学校
東奥義塾高等学校
弘前東高等学校
弘前学院聖愛高等学校
柴田女子高等学校
八戸工業大学第一高等学校
八戸工業大学第二高等学校
八戸学院光星高等学校
千葉学園高等学校
向陵高等学校
八戸聖ウルスラ学院高等学校
五所川原第一高等学校
五所川原商業高等学校
松風塾高等学校
八戸学院野辺地西高等学校
北海道札幌西高等学校
北海道札幌南高等学校
北海道札幌北高等学校
北海道札幌北陵高等学校
北海道札幌英藍高等学校
北海道札幌国際情報高等学校
北海道札幌工業高等学校
北海道有朋高等学校 {定時制課程単置}
北海道札幌丘珠高等学校
北海道札幌東陵高等学校
北海道札幌東豊高等学校
北海道札幌東高等学校
北海道札幌白石高等学校
北海道札幌白陵高等学校
北海道札幌啓成高等学校
北海道札幌厚別高等学校
北海道札幌東商業高等学校
北海道札幌月寒高等学校
北海道札幌真栄高等学校
北海道札幌平岡高等学校
北海道札幌南陵高等学校
北海道札幌西陵高等学校
北海道札幌琴似工業高等学校
北海道札幌手稲高等学校
北海道札幌あすかぜ高等学校
北海道札幌稲雲高等学校
北海道江別高等学校
北海道野幌高等学校
北海道大麻高等学校
北海道千歳高等学校
北海道千歳北陽高等学校
北海道北広島高等学校
北海道北広島西高等学校
北海道石狩南高等学校
北海道石狩翔陽高等学校
北海道当別高等学校（当別町）
北海道恵庭南高等学校
北海道恵庭北高等学校
北海道函館中部高等学校
北海道函館西高等学校
北海道函館稜北高等学校
北海道南茅部高等学校
北海道函館工業高等学校
北海道函館商業高等学校
北海道上磯高等学校
北海道大野農業高等学校
北海道函館水産高等学校
北海道七飯高等学校（七飯町）
北海道松前高等学校（松前町）
北海道福島商業高等学校（福島町）
北海道八雲高等学校（八雲町）
北海道長万部高等学校（長万部町）
北海道森高等学校（森町）
北海道江差高等学校（江差町）
北海道上ノ国高等学校（上ノ国町）
北海道檜山北高等学校（せたな町）
北海道小樽潮陵高等学校
北海道小樽桜陽高等学校
北海道小樽未来創造高等学校
北海道小樽商業高等学校
北海道小樽水産高等学校
北海道余市紅志高等学校（余市町）
北海道共和高等学校（共和町）
北海道岩内高等学校（岩内町）
北海道寿都高等学校（寿都町）
北海道蘭越高等学校（蘭越町）
北海道倶知安高等学校（倶知安町）
北海道倶知安農業高等学校（倶知安町）
北海道岩見沢東高等学校
北海道岩見沢西高等学校
北海道岩見沢農業高等学校
北海道美唄尚栄高等学校
北海道美唄聖華高等学校
北海道月形高等学校（月形町）
北海道新十津川農業高等学校（新十津川町）
北海道夕張高等学校
北海道南幌高等学校（南幌町）
北海道奈井江商業高等学校（奈井江町）
北海道長沼高等学校（長沼町）
北海道栗山高等学校（栗山町）
北海道滝川高等学校
北海道滝川工業高等学校
北海道砂川高等学校
北海道芦別高等学校
北海道深川西高等学校
北海道深川東高等学校
北海道旭川東高等学校
北海道旭川西高等学校
北海道旭川北高等学校
北海道旭川永嶺高等学校
北海道旭川農業高等学校
北海道旭川工業高等学校
北海道旭川商業高等学校
北海道旭川南高等学校
北海道鷹栖高等学校（鷹栖町）
北海道東川高等学校（東川町）
北海道美瑛高等学校（美瑛町）
北海道上川高等学校（上川町）
北海道富良野高等学校
北海道富良野緑峰高等学校
北海道上富良野高等学校（上富良野町）
北海道士別翔雲高等学校
北海道名寄高等学校
北海道名寄産業高等学校
北海道美深高等学校（美深町）
北海道下川商業高等学校（下川町）
北海道留萌高等学校
北海道留萌千望高等学校
北海道羽幌高等学校（羽幌町）
北海道苫前商業高等学校（苫前町）
北海道天塩高等学校（天塩町）
北海道遠別農業高等学校（遠別町）
北海道稚内高等学校
北海道豊富高等学校（豊富町）
北海道浜頓別高等学校（浜頓別町）
北海道枝幸高等学校（枝幸町）
北海道利尻高等学校（利尻町）
北海道礼文高等学校（礼文町）
北海道北見北斗高等学校
北海道北見柏陽高等学校
北海道北見緑陵高等学校
北海道常呂高等学校
北海道北見工業高等学校
北海道北見商業高等学校
北海道留辺蘂高等学校
北海道美幌高等学校（美幌町）
北海道津別高等学校（津別町）
北海道女満別高等学校（大空町）
北海道訓子府高等学校（訓子府町）
北海道佐呂間高等学校（佐呂間町）
北海道置戸高等学校（置戸町）
北海道網走南ヶ丘高等学校
北海道網走桂陽高等学校
北海道清里高等学校（清里町）
北海道斜里高等学校（斜里町）
北海道紋別高等学校
北海道遠軽高等学校（遠軽町）
北海道湧別高等学校（湧別町）
北海道滝上高等学校（滝上町）
北海道興部高等学校（興部町）
北海道雄武高等学校（雄武町）
北海道室蘭栄高等学校
北海道室蘭清水丘高等学校
北海道室蘭工業高等学校
北海道室蘭東翔高等学校
北海道登別青嶺高等学校
北海道登別明日中等教育学校
北海道伊達高等学校
北海道伊達緑丘高等学校
北海道苫小牧東高等学校
北海道苫小牧西高等学校
北海道苫小牧南高等学校
北海道苫小牧工業高等学校
北海道苫小牧総合経済高等学校
北海道白老東高等学校（白老町）
北海道追分高等学校（安平町）
北海道厚真高等学校（厚真町）
北海道鵡川高等学校（むかわ町）
北海道穂別高等学校（むかわ町）
北海道虻田高等学校（洞爺湖町）
北海道平取高等学校（平取町）
北海道富川高等学校（日高町）
北海道静内高等学校（新ひだか町）
北海道静内農業高等学校（新ひだか町）
北海道浦河高等学校（浦河町）
北海道帯広柏葉高等学校
北海道帯広三条高等学校
北海道帯広緑陽高等学校
北海道帯広農業高等学校
北海道帯広工業高等学校
北海道音更高等学校（音更町）
北海道上士幌高等学校（上士幌町）
北海道鹿追高等学校（鹿追町）
北海道芽室高等学校（芽室町）
北海道更別農業高等学校（更別村）
北海道幕別高等学校（幕別町）
北海道本別高等学校（本別町）
北海道池田高等学校（池田町）
北海道新得高等学校（新得町）
北海道清水高等学校（清水町）
北海道大樹高等学校（大樹町）
北海道広尾高等学校（広尾町）
北海道足寄高等学校（足寄町）
北海道釧路湖陵高等学校
北海道釧路江南高等学校
北海道阿寒高等学校
北海道釧路工業高等学校
北海道釧路商業高等学校
北海道釧路明輝高等学校
北海道釧路東高等学校（釧路町）
北海道白糠高等学校（白糠町）
北海道弟子屈高等学校（弟子屈町）
北海道標茶高等学校（標茶町）
北海道厚岸翔洋高等学校（厚岸町）
北海道根室高等学校
北海道根室西高等学校
北海道別海高等学校（別海町）
北海道中標津高等学校（中標津町）
北海道標津高等学校（標津町）
北海道羅臼高等学校（羅臼町）
市立札幌旭丘高等学校
市立札幌大通高等学校｛定時制課程単置｝
市立札幌新川高等学校
市立札幌開成中等教育学校 （北海道札幌開成高等学校が母体、2016年度まで両校は同じ校舎に並存）
市立札幌平岸高等学校
市立札幌清田高等学校
市立札幌啓北商業高等学校
市立札幌藻岩高等学校
市立函館高等学校
北海道知内高等学校（知内町）
北海道奥尻高等学校（奥尻町）
北海道ニセコ高等学校｛定時制課程単置｝（ニセコ町）
北海道真狩高等学校｛定時制課程単置｝（真狩村）
北海道留寿都高等学校｛定時制課程単置｝（留寿都村）
北海道岩見沢緑陵高等学校
北海道滝川西高等学校
北海道三笠高等学校
北海道南富良野高等学校（南富良野町）
北海道おといねっぷ美術工芸高等学校（音威子府村）
北海道剣淵高等学校（剣淵町）
北海道士別東高等学校｛定時制課程単置｝
北海道幌加内高等学校｛定時制課程単置｝（幌加内町）
北海道天売高等学校｛定時制課程単置｝（羽幌町）
北海道東藻琴高等学校｛定時制課程単置｝（大空町）
北海道壮瞥高等学校（壮瞥町）
北海道えりも高等学校（えりも町）
北海道日高高等学校｛定時制課程単置｝（日高町）
北海道士幌高等学校（士幌町）
北海道帯広南商業高等学校
北海道釧路北陽高等学校
北海道霧多布高等学校（浜中町）
北海道中標津農業高等学校（中標津町）
札幌大谷高等学校
札幌光星高等学校
札幌新陽高等学校
札幌静修高等学校
札幌聖心女子学院高等学校
札幌創成高等学校
札幌第一高等学校
札幌北斗高等学校
札幌山の手高等学校
札幌龍谷学園高等学校
東海大学付属札幌高等学校
藤女子高等学校
北星学園女子高等学校
北星学園大学附属高等学校
北嶺高等学校
北海高等学校
北海学園札幌高等学校
北海道科学大学高等学校
北海道文教大学明清高等学校
池上学院高等学校｛通信制課程単置｝
とわの森三愛高等学校
立命館慶祥高等学校
札幌日本大学高等学校
遺愛女子高等学校
清尚学院高等学校
函館大谷高等学校
函館大妻高等学校
函館白百合学園高等学校
函館大学付属柏稜高等学校
函館大学付属有斗高等学校
函館ラ・サール高等学校
小樽明峰高等学校
双葉高等学校
北照高等学校
北星学園余市高等学校（余市町）
星槎国際高等学校｛通信制課程単置｝
クラーク記念国際高等学校｛通信制課程単置｝
旭川実業高等学校
旭川大学高等学校
旭川藤女子高等学校
旭川明成高等学校
旭川龍谷高等学校
札幌自由が丘学園三和高等学校｛通信制課程単置｝（和寒町）
稚内大谷高等学校
北見藤女子高等学校
海星学院高等学校
北海道大谷室蘭高等学校
駒澤大学附属苫小牧高等学校
苫小牧中央高等学校
北海道栄高等学校（白老町）
帯広大谷高等学校
帯広北高等学校
白樺学園高等学校（芽室町）
江陵高等学校（幕別町）
